areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
Queens,Queens,borough,1655.0,1675.0,1700.0,1695.0,1550.0,1550.0,1550.0,1550.0,1562.5,1600.0,1550.0,1550.0,1550.0,1550.0,1650.0,1650.0,1750.0,1812.5,1782.0,1800.0,1850.0,1795.0,1795.0,1800.0,1800.0,2500.0,2500.0,2350.0,2495.0,2460.0,2450.0,2375.0,2200.0,2112.5,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,2100.0,2200.0,2245.0,2300.0,2200.0,2155.0,2100.0,2100.0,2095.0,2000.0,2240.0,2100.0,2300.0,2175.0,2200.0,2150.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2192.5,2200.0,2200.0,2250.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2300.0,2300.0,2300.0,2300.0,2350.0,2300.0,2250.0,2211.0,2250.0,2200.0,2200.0,2200.0,2200.0,2200.0,2202.5,2250.0,2300.0,2250.0,2200.0,2200.0,2199.0,2150.0,2150.0,2200.0,2200.0,2200.0,2200.0,2250.0,2300.0,2275.0,2200.0,2195.0,2150.0,2200.0,2200.0,2200.0,2250.0,2250.0,2300.0,2300.0,2300.0,2300.0,2300.0,2299.0,2250.0,2300.0,2350.0,2350.0,2399.0,2350.0,2300.0,2300.0,2200.0,2200.0,2100.0,2100.0,2045.0,2000.0,2000.0,2000.0,2050.0,2100.0,2195.0,2200.0,2250.0,2250.0,2250.0,2275.0,2300.0,2300.0,2300.0,2335.0,2400.0,2500.0,2600.0,2600.0,2625.0,2650.0,2650.0,2600.0,2600.0,2625.0,2600.0,2650.0,2725.0,2800.0,2850.0,2900.0,2900.0,2900.0,2900.0,2895.0,2900.0,2850.0,2950.0,2970.0,2999.0,3050.0,3090.0,3150.0,3129.5,3000.0,3000.0,3000.0,2999.0,3000.0,3000.0,3000.0,3100.0,3150.0,3200.0,3375.0,3310.0,3210.0,3200.0,3200.0,3200.0
Queens Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.0,,,,,,,,,,,,1800.0,,,,,1675.0,,,,,1850.0,1975.0,,1775.0,,,,,,1900.0,,,,,,,1797.5,,,,,,,,,,,,,,,,,,,,,,,,,2125.0,,,2100.0,,,2125.0,,,,,,1600.0,,,,,,2125.0,1975.0,1999.0,,2200.0,2150.0,1862.5,,,,,,,,1900.0,,,1800.0,1887.5,1650.0,1775.0,1895.0,1930.0,2025.0,2200.0,1950.0,1975.0,2350.0,1925.0,,,,,,,,,,,2057.5,2125.0,2000.0,2100.0,2050.0,,2522.5,2647.5,2235.0,2250.0,2107.5,,
Red Hook,Brooklyn,neighborhood,2000.0,,,,,,,,2200.0,2150.0,1800.0,1850.0,1750.0,1700.0,1650.0,1750.0,,1925.0,1775.0,1775.0,,2250.0,2300.0,2300.0,1950.0,2000.0,2000.0,2300.0,2250.0,2300.0,2400.0,2400.0,2350.0,2350.0,2200.0,2400.0,2500.0,2500.0,2500.0,2500.0,2600.0,2550.0,2500.0,2400.0,2700.0,2500.0,2425.0,2425.0,2500.0,2500.0,2500.0,2500.0,2695.0,2800.0,2650.0,2500.0,2550.0,2475.0,2600.0,2600.0,2500.0,2300.0,2450.0,2400.0,2500.0,2500.0,2406.0,2299.0,2250.0,2655.0,2815.0,3000.0,3000.0,3150.0,2900.0,2950.0,2874.5,2672.5,2950.0,3000.0,2999.0,2697.5,2695.0,2375.0,2475.0,2500.0,2850.0,2699.0,2599.5,2699.0,2600.0,2800.0,2799.5,2850.0,2850.0,2825.0,2600.0,2750.0,2812.5,2750.0,2775.0,2750.0,2550.0,2600.0,2625.0,2500.0,2700.0,2717.5,2612.5,2700.0,2750.0,2700.0,2700.0,2950.0,2700.0,2700.0,2799.0,2749.0,2700.0,2700.0,2600.0,2575.0,2700.0,2700.0,2900.0,2850.0,2725.0,2700.0,2500.0,2200.0,2500.0,2650.0,2500.0,2500.0,2400.0,2300.0,2400.0,2400.0,2300.0,2200.0,2100.0,3100.0,3125.0,2856.0,2900.0,2500.0,2875.0,2850.0,2900.0,3000.0,3647.5,3200.0,3500.0,3000.0,2975.0,3000.0,3150.0,3300.0,3300.0,3600.0,3000.0,3200.0,3000.0,3200.0,3750.0,3950.0,3950.0,3500.0,3800.0,3800.0,3750.0,3750.0,3900.0,4075.0,4825.0,4000.0,3550.0,3525.0,3799.0,3499.5,3499.0,3250.0,3325.0,3300.0,3350.0,3400.0,4125.0,4400.0,4495.0,4372.5,4183.0,4500.0
Rego Park,Queens,neighborhood,1375.0,1400.0,1425.0,1300.0,1400.0,1717.5,1635.0,1567.5,1350.0,1374.5,1400.0,1400.0,1500.0,1500.0,1500.0,1617.5,1775.0,1700.0,1575.0,1450.0,1500.0,1550.0,1675.0,1525.0,1610.0,1550.0,1525.0,1400.0,1540.0,1525.0,1500.0,1500.0,1465.0,1500.0,1500.0,1550.0,1600.0,1600.0,1600.0,1562.5,1450.0,1582.0,1800.0,1675.0,1700.0,1800.0,1704.0,1708.0,1716.5,1800.0,1800.0,1725.0,1725.0,1725.0,1765.0,1800.0,1850.0,1850.0,1850.0,1925.0,1900.0,1900.0,1900.0,1850.0,1875.0,1900.0,1997.5,2000.0,2000.0,2100.0,2100.0,2100.0,2150.0,2200.0,2100.0,2100.0,2150.0,2100.0,2200.0,2300.0,2325.0,2300.0,2300.0,2375.0,2200.0,2165.0,2150.0,2150.0,2087.5,2175.0,2167.5,2300.0,2200.0,2200.0,2000.0,2000.0,2050.0,2025.0,2050.0,2072.5,2000.0,1975.0,2100.0,2160.0,2150.0,2137.5,2050.0,2050.0,2050.0,2078.5,2150.0,2100.0,1950.0,2084.0,2112.5,2150.0,2204.0,2075.0,2187.0,2109.0,2150.0,2100.0,2175.0,2100.0,2100.0,2100.0,1962.5,1900.0,1950.0,1916.0,1950.0,1970.0,2000.0,2000.0,1850.0,1995.0,2000.0,2100.0,2100.0,1995.0,2025.0,2000.0,2095.0,2281.0,2300.0,2150.0,2000.0,2000.0,2100.0,2285.0,2350.0,2500.0,2400.0,2550.0,2425.0,2325.0,2495.0,2500.0,2594.0,2600.0,2505.0,2595.0,2525.0,2750.0,2875.0,2802.5,2650.0,2825.0,2897.5,2945.0,3050.0,3050.0,2900.0,2995.0,2938.0,2750.0,2887.5,2800.0,2750.0,2761.0,2842.0,2755.0,2750.0,2705.5,2697.5,2750.0,3000.0,3000.0,3000.0,3150.0,3067.0,3137.5
Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,1400.0,1500.0,1600.0,,,1600.0,1575.0,,,,1575.0,1500.0,1400.0,1450.0,1725.0,,,,,,,,,,1650.0,1650.0,,,,1699.0,1699.5,,,,,,,,2100.0,1775.0,1625.0,,,,1900.0,1850.0,1650.0,1650.0,1788.0,,,,1675.0,1712.5,1687.5,1695.0,,1675.0,2049.5,1850.0,1850.0,1850.0,,,1900.0,1900.0,,1700.0,,,,,1900.0,1937.5,1900.0,1900.0,1725.0,1725.0,1949.5,1875.0,1695.0,1700.0,1697.5,1897.5,2100.0,1725.0,1712.5,1725.0,1800.0,1950.0,1800.0,1800.0,2100.0,2100.0,2100.0,2075.0,1900.0,1800.0,1800.0,1787.5,2200.0,2197.5,,2200.0,2200.0,1925.0,1900.0,2100.0,2250.0,2000.0,2000.0,1850.0,1825.0,1950.0,2000.0,1975.0,,,2300.0,2850.0,2775.0,2795.0,2525.0,2300.0,2250.0,2400.0,2185.0,2199.5,2100.0,2150.0,,
Ridgewood,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,1525.0,1500.0,,,2915.0,2915.0,2760.0,1950.0,2567.0,2590.0,2613.0,1600.0,2399.0,2338.0,2383.5,2391.5,2292.0,2245.5,2292.0,2049.5,1800.0,2049.5,1900.0,1750.0,2600.0,2600.0,2600.0,2250.0,1999.5,2145.0,2025.0,2300.0,2070.0,2090.0,2247.5,2200.0,2200.0,2200.0,2200.0,2237.5,2275.0,2300.0,2295.0,2500.0,2395.0,2262.5,2400.0,2295.0,2250.0,2274.5,2300.0,2300.0,2500.0,2400.0,2500.0,2600.0,2500.0,2500.0,2499.0,2500.0,2350.0,2350.0,2396.5,2495.0,2495.0,2500.0,2499.0,2500.0,2599.0,2600.0,2550.0,2400.0,2300.0,2250.0,2391.0,2385.0,2400.0,2450.0,2499.0,2550.0,2550.0,2600.0,2600.0,2499.0,2500.0,2495.0,2400.0,2375.0,2348.0,2400.0,2500.0,2599.0,2672.5,2700.0,2700.0,2500.0,2500.0,2498.0,2400.0,2500.0,2500.0,2474.0,2500.0,2532.5,2540.0,2500.0,2425.0,2398.0,2299.0,2250.0,2250.0,2250.0,2200.0,2200.0,2200.0,2299.0,2400.0,2500.0,2599.0,2550.0,2499.0,2585.0,2550.0,2500.0,2700.0,2699.0,2799.0,2900.0,3000.0,3000.0,3350.0,3250.0,3250.0,3100.0,3089.5,2910.0,2950.0,2990.0,3000.0,3000.0,3100.0,3145.0,3142.5,3299.0,3197.5,3000.0,3150.0,3100.0,3000.0,3162.5,3200.0,3382.0,3400.0,3300.0,3378.5,3300.0,3195.0,3199.5,3200.0,3000.0,3075.0,3200.0,3225.0,3400.0,3400.0,3500.0,3450.0,3272.5,3300.0,3250.0,3350.0
Riverdale,Bronx,neighborhood,1800.0,1750.0,1675.0,1800.0,1900.0,2000.0,2200.0,2525.0,2200.0,1925.0,2000.0,2000.0,1775.0,1600.0,2125.0,2100.0,2022.5,2100.0,1937.5,1850.0,1750.0,1972.5,1950.0,1750.0,1750.0,1800.0,1800.0,1895.0,1800.0,1750.0,1800.0,1810.0,1999.0,1872.5,1850.0,1800.0,1800.0,1800.0,1825.0,1837.5,1937.5,1875.0,1999.0,2025.0,2175.0,1975.0,2062.0,1950.0,1850.0,1897.5,2000.0,2050.0,2050.0,2100.0,2108.0,2100.0,2108.0,2100.0,2097.5,2100.0,2100.0,2175.0,2100.0,2100.0,2097.5,2172.5,2200.0,2200.0,2100.0,2100.0,2150.0,2200.0,2050.0,2000.0,2000.0,2025.0,2195.0,2150.0,2200.0,2291.0,2300.0,2100.0,2200.0,2200.0,2007.5,2000.0,2000.0,2097.5,2072.5,2125.0,2200.0,2200.0,2150.0,2100.0,2047.5,2047.5,2130.0,2200.0,2295.0,2395.0,2250.0,2345.0,2250.0,2160.0,2200.0,2150.0,2200.0,2300.0,2250.0,2200.0,2200.0,2200.0,2200.0,2200.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2395.0,2400.0,2450.0,2500.0,2375.0,2400.0,2450.0,2495.5,2496.0,2400.0,2342.5,2292.5,2395.0,2423.0,2272.5,2283.0,2300.0,2399.0,2400.0,2500.0,2572.5,2585.0,2467.5,2340.0,2397.0,2450.0,2450.0,2400.0,2562.5,2800.0,2597.5,2562.5,2800.0,2700.0,2700.0,2592.5,2592.5,2512.5,2500.0,2600.0,2600.0,2600.0,2785.0,2750.0,2850.0,2750.0,2800.0,2667.0,2790.0,2737.5,2725.0,2797.5,2750.0,2800.0,2750.0,2750.0,2800.0,2900.0,2900.0,2895.0,2925.0,2900.0,2995.0,2995.0,3099.0,3033.0,3300.0,3357.5,3147.5,3000.0,3200.0,3158.0
Rockaway All,Queens,neighborhood,,,,,,,,,,1650.0,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0,1282.0,1399.0,1399.0,1350.0,1300.0,1350.0,1475.0,1350.0,1350.0,1399.0,1387.0,1425.0,1540.0,1399.0,1550.0,1562.5,1475.0,1530.0,1550.0,1450.0,1487.5,1590.0,1550.0,1487.5,1550.0,1500.0,1450.0,1625.0,1449.0,1412.5,1462.0,1450.0,1500.0,1950.0,1850.0,1850.0,1900.0,1900.0,1900.0,1900.0,1875.0,1800.0,1825.0,1775.0,1625.0,1737.0,1897.0,1825.0,1725.0,1762.5,1750.0,1900.0,1847.5,2123.0,1799.0,2300.0,2300.0,1975.0,1912.5,2087.5,1890.0,1890.0,1900.0,2035.0,2000.0,1900.0,1900.0,1850.0,1997.0,1895.0,2050.0,2000.0,2032.5,1950.0,1974.5,1995.0,1999.0,1884.0,1800.0,1800.0,1800.0,1997.0,1800.0,1912.0,1912.0,1865.0,1900.0,1900.0,2074.5,1859.5,1862.0,1749.0,1900.0,2017.0,2049.5,2000.0,2199.5,2208.5,2200.0,2149.0,1999.0,1999.0,2200.0,2249.5,2425.0,2425.0,2474.5,2249.5,2500.0,2475.0,2574.5,2449.5,2374.0,2450.0,2553.5,2450.0,2450.0,2475.0,2475.0,2395.0,2395.0,2500.0,2600.0,2599.0,2599.0,2591.5,2450.0,2450.0,2900.0,2600.0,2742.5,2584.0,2525.0,2598.0,2500.0,2599.0,2549.5,2275.0,2599.0,2778.5,2999.0,2899.0,2599.5,2887.0,2599.0,2400.0,2402.0,2500.0,2599.0
Roosevelt Island,Manhattan,neighborhood,2576.5,2555.0,2404.0,2570.0,2585.0,2500.0,2600.0,2645.5,2600.0,2975.0,2600.0,2425.0,2312.5,2312.5,2386.0,2475.0,2775.0,2587.5,2775.0,2775.0,2775.0,2895.0,2790.0,2842.5,2425.0,2625.0,3175.0,3012.5,3195.0,3025.0,3025.0,3047.5,2812.5,3095.0,2775.0,2795.0,2850.0,3000.0,3025.0,3095.0,3172.5,3150.0,3195.0,3225.0,3250.0,2895.0,2795.0,2945.0,3250.0,3195.0,3195.0,3255.0,3372.5,3262.5,3225.0,3225.0,3095.0,2995.0,2995.0,3350.0,3010.0,2995.0,3300.0,3350.0,3230.0,3450.0,3375.0,3395.0,3195.0,2965.0,2995.0,3104.5,3160.0,3828.0,3607.0,3022.5,3655.0,3390.0,3390.0,3198.0,3330.0,3123.0,3145.5,3385.5,3182.0,3252.5,2915.0,3347.5,3277.5,3332.5,3285.0,3127.5,2785.0,2850.0,2850.0,2915.0,2995.0,3265.0,3200.0,3150.0,3260.0,3300.0,3432.5,3630.0,3415.0,3378.0,3277.0,3277.0,3422.5,3245.0,3245.0,3345.0,3277.5,3592.5,3595.0,3505.0,3595.0,3585.0,3850.0,3397.5,3400.0,3242.5,3106.0,3088.5,3197.5,3200.0,3300.0,3337.5,3325.0,3295.0,3310.0,3200.0,2933.0,2933.0,2895.0,3101.5,3185.0,3018.0,3395.0,3495.0,3366.5,3480.0,3679.0,3657.0,3679.0,3800.0,3468.0,3695.0,3878.0,4168.5,3997.5,4100.0,4118.5,4000.0,4150.0,4092.0,4003.5,4107.5,4120.0,3900.0,4090.0,4064.0,4133.5,4143.5,4154.0,4140.0,4000.0,4050.0,4087.0,4072.0,3997.5,4366.0,4357.0,4500.0,4480.0,4420.0,4300.0,4230.0,4185.0,4225.0,4287.5,4315.0,4400.0,4410.5,4150.0,4227.5,4295.0,4380.0,4625.0,4762.5,4620.0,4400.0
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,1400.0,1225.0,1200.0,1250.0,1750.0,1725.0,,1300.0,,,2125.0,2350.0,2200.0,1525.0,1350.0,1350.0,1375.0,1412.5,1400.0,1400.0,1600.0,1550.0,1400.0,1400.0,1500.0,1500.0,1500.0,1550.0,1500.0,1350.0,1500.0,1500.0,1500.0,1400.0,1400.0,1400.0,1400.0,1500.0,1500.0,1512.5,1525.0,1600.0,1600.0,1600.0,1600.0,1563.5,1675.0,1700.0,1700.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1625.0,1570.0,1662.5,1650.0,1595.0,1612.5,1662.5,1675.0,1625.0,1595.0,1600.0,1625.0,1650.0,1750.0,1900.0,1712.5,1795.0,1850.0,1800.0,1850.0,1900.0,1800.0,1800.0,1750.0,1792.5,1795.0,1790.0,1790.0,1850.0,1950.0,1925.0,1950.0,1900.0,1850.0,1800.0,1900.0,1850.0,1737.5,1849.0,1995.0,1912.5,1882.5,1800.0,1870.0,1900.0,1850.0,1875.0,1900.0,1995.0,1795.0,1750.0,1785.0,1750.0,1750.0,1800.0,1800.0,1925.0,1835.0,1835.0,2000.0,1998.0,1845.0,1950.0,1972.5,2190.0,1900.0,1850.0,2254.5,2004.5,2025.0,2000.0,2010.0,1875.0,1900.0,1995.0,1914.5,1869.0,1900.0,1900.0,1800.0,1849.0,1850.0,1850.0,1875.0,1997.0,1999.5,1900.0,1882.5,1912.5,1975.0,1962.5,1900.0,2082.0,2100.0,2250.0,2299.0,2300.0,2395.0,2500.0,2550.0,2425.0,2600.0,2700.0,2550.0,2600.0,2500.0,2500.0,2995.0,2999.0,2995.0,3000.0,3025.0,2919.0,2800.0,2725.0,2800.0,2700.0,2699.5,2650.0,2650.0,2599.0,2725.0,2900.0,2750.0,2750.5,2750.0,2749.0,2697.0,2600.0,2597.0,2700.0,2699.5,2762.5,2500.0,2799.5,3000.0
Soho,Manhattan,neighborhood,5200.0,5287.5,5275.0,4950.0,4196.5,4000.0,4000.0,4000.0,5850.0,7000.0,7000.0,7100.0,5050.5,6250.0,5350.0,6000.0,6000.0,4650.0,4200.0,3850.0,5400.0,6515.0,5400.0,4950.0,5400.0,5200.0,5400.0,5400.0,5000.0,4100.0,3975.0,4416.5,4875.0,6000.0,5700.0,5500.0,5500.0,4495.0,4495.0,4995.0,4500.0,4495.0,3841.5,4125.0,4112.5,4047.5,4500.0,4750.0,4750.0,4400.0,4500.0,4500.0,4375.0,4000.0,3995.0,3850.0,4000.0,4600.0,4500.0,4100.0,4500.0,4500.0,4500.0,4750.0,4977.0,4625.0,4375.0,4500.0,5000.0,5500.0,5500.0,5020.0,4900.0,4188.0,4700.0,4947.5,4675.0,4650.0,4750.0,4500.0,5495.0,5500.0,5750.0,5250.0,4900.0,4795.0,4615.0,4747.5,4727.5,4500.0,5010.0,4898.0,4950.0,5200.0,5812.5,6499.5,5500.0,6000.0,5400.0,5000.0,4995.0,4500.0,4997.0,5500.0,5500.0,5400.0,5500.0,5778.0,6200.0,5900.0,5025.0,4829.0,5150.0,5050.0,5197.5,5350.0,5397.5,5197.5,6600.0,6347.5,5095.0,4500.0,5450.0,5325.0,4447.5,4295.0,4095.0,4050.0,4165.0,3995.0,4159.0,4001.5,3850.0,4000.0,3993.5,3995.0,4200.0,4800.0,4900.0,5800.0,5700.0,6635.0,6770.0,6000.0,6000.0,5975.0,6097.5,6400.0,5909.0,5247.5,5700.0,6050.0,7250.0,6615.0,6900.0,6900.0,6305.0,6000.0,6000.0,6225.0,5795.0,5823.0,6000.0,6495.0,8000.0,7300.0,7200.0,7675.0,8325.0,7472.5,7495.0,7595.0,7450.0,6400.0,6195.0,5795.0,6550.0,8150.0,8950.0,8500.0,6997.5,7395.0,7450.0,6000.0,5900.0,6000.0,6795.0,6362.5,5800.0,7797.5,8800.0,11912.5
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.5,1400.0,1395.0,1395.0,1400.0,1400.0,1450.0,1325.0,1300.0,1275.0,1290.0,1400.0,1487.5,1700.0,1700.0,1550.0,1765.0,,,,1606.0,1600.0,1587.5,1579.5,1584.0,1675.0,1700.0,1800.0,1650.0,1675.0,1700.0,1750.0,1700.0,1875.0,1675.0,1687.5,1600.0,,1615.0,1675.0,1650.0,1900.0,2062.5,2025.0,2000.0,1875.0,1995.0,1897.5,1800.0,1724.5,1725.0,1512.5,1950.0,2025.0,1947.0,1812.5,1512.5,1650.0,1765.0,1850.0,1984.0,1895.0,2072.5,1850.0,2000.0,2000.0,1895.0,1699.0,1850.0,2075.0,1687.0,1862.0,1862.0,1831.0,1950.0,2035.5,2010.5,2021.0,2075.0,1837.5,2047.5,2000.0,1856.0,1950.0,2250.0,2100.0,2026.5,1791.0,1650.0,,2200.0,2244.0,1940.5,2500.0,2650.0,2425.0,1750.0,2000.0,1650.0,1787.5,2499.5,1950.0,2500.0,,1750.0,2250.0,,,,,2000.0,2500.0,2325.0,2547.5,3000.0,2800.0,,,,3500.0,2475.0,2400.0,,,2839.0,2375.0,2200.0,,,,2364.0,2308.0,3170.5,3000.0
South Brooklyn,Brooklyn,submarket,1590.0,1525.0,1475.0,1450.0,1500.0,1500.0,1500.0,1462.5,1500.0,1400.0,1450.0,1450.0,1400.0,1395.0,1425.0,1500.0,1500.0,1550.0,1550.0,1500.0,1500.0,1500.0,1500.0,1450.0,1500.0,1500.0,1500.0,1550.0,1600.0,1550.0,1595.0,1600.0,1600.0,1550.0,1525.0,1600.0,1500.0,1500.0,1525.0,1600.0,1600.0,1650.0,1700.0,1750.0,1745.0,1700.0,1675.0,1662.5,1650.0,1650.0,1650.0,1650.0,1800.0,1800.0,1800.0,1775.0,1750.0,1700.0,1750.0,1750.0,1750.0,1750.0,1800.0,1800.0,1850.0,1850.0,1850.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1995.0,1995.0,1999.0,1995.0,2000.0,1995.0,1995.0,1995.0,1960.0,1950.0,1984.0,1950.0,1995.0,1999.0,2000.0,2000.0,2000.0,1999.0,2000.0,1956.5,1955.0,2000.0,2000.0,1999.0,1999.0,2000.0,2065.0,2099.0,2100.0,2095.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2050.0,2100.0,2095.0,2100.0,2100.0,2100.0,2100.0,2100.0,2180.0,2199.0,2195.0,2200.0,2200.0,2188.0,2169.0,2150.0,2100.0,2015.0,1999.0,1950.0,1925.0,1925.0,1900.0,1900.0,1900.0,1950.0,2000.0,2000.0,2095.0,2100.0,2100.0,2100.0,2099.0,2150.0,2200.0,2275.0,2300.0,2400.0,2499.0,2500.0,2500.0,2500.0,2500.0,2499.0,2500.0,2537.0,2550.0,2595.0,2600.0,2650.0,2650.0,2700.0,2700.0,2699.5,2700.0,2699.0,2650.0,2650.0,2700.0,2699.0,2750.0,2800.0,2800.0,2800.0,2850.0,2800.0,2800.0,2800.0,2804.5,2800.0,2800.0,2800.0,2800.0,2899.0,2995.0,3000.0,3000.0,2999.0,2995.0,2900.0,2900.0
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,2450.0,2550.0,,,,,1800.0,1800.0,,,,,,,,2500.0,3500.0,,,,,,,,,,,,,,,,,2999.0,2999.0,2899.0,,
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
